,title,release_date,genres,mpaa,budget_cost,total_gross,runtime
151,Queen of Katwe,"Sep 23, 2016","['Biography', 'Drama', 'Sport']",PG,"$15,000,000","{'domestic_gross': 8874389, 'worldwide_gross': 10367161}",2 hr 4 min
152,Ratchet & Clank,"Apr 29, 2016","['Action', 'Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",PG,,"{'domestic_gross': 8821329, 'worldwide_gross': 13385737}",1 hr 34 min
153,The Lobster,"May 13, 2016","['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",R,,"{'domestic_gross': 8700374, 'worldwide_gross': 8952351}",1 hr 59 min
154,Dangal,"Dec 21, 2016","['Action', 'Biography', 'Drama', 'Sport']",,,"{'domestic_gross': 12391761, 'worldwide_gross': 303723636}",2 hr 41 min
155,A Beautiful Planet,"Apr 29, 2016",['Documentary'],,,"{'domestic_gross': 15650615, 'worldwide_gross': 25730120}",46 min
156,The Wild Life,"Sep 9, 2016","['Adventure', 'Animation', 'Comedy', 'Family']",PG,,"{'domestic_gross': 8005586, 'worldwide_gross': 40075446}",1 hr 31 min
157,Loving,"Nov 4, 2016","['Biography', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 7751969, 'worldwide_gross': 12957265}",2 hr 3 min
158,Shut In,"Nov 11, 2016","['Drama', 'Horror', 'Mystery', 'Thriller']",PG-13,,"{'domestic_gross': 6900335, 'worldwide_gross': 13082071}",1 hr 31 min
159,The Brothers Grimsby,"Mar 11, 2016","['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",R,,"{'domestic_gross': 6874837, 'worldwide_gross': 27979040}",1 hr 23 min
160,The Danish Girl,"Nov 27, 2015","['Biography', 'Drama', 'Romance']",R,,"{'domestic_gross': 11114018, 'worldwide_gross': 64191523}",1 hr 59 min
161,The Young Messiah,"Mar 11, 2016","['Drama', 'Fantasy']",PG-13,,"{'domestic_gross': 6490401, 'worldwide_gross': 7330338}",1 hr 51 min
162,Jackie,"Dec 2, 2016","['Biography', 'Drama', 'History']",R,,"{'domestic_gross': 13960394, 'worldwide_gross': 24270399}",1 hr 40 min
163,Southside with You,"Aug 26, 2016","['Biography', 'Drama', 'History', 'Romance']",PG-13,,"{'domestic_gross': 6304223, 'worldwide_gross': 6628603}",1 hr 24 min
164,Captain Fantastic,"Jul 8, 2016","['Comedy', 'Drama']",R,,"{'domestic_gross': 5879835, 'worldwide_gross': 22787526}",1 hr 58 min
165,Sultan,"Jul 6, 2016","['Action', 'Drama', 'Sport']",,"$13,430,000","{'domestic_gross': 6200000, 'worldwide_gross': 87280000}",2 hr 50 min
166,Lion,"Nov 25, 2016","['Biography', 'Drama']",PG-13,"$12,000,000","{'domestic_gross': 51738905, 'worldwide_gross': 140312928}",1 hr 58 min
167,Hunt for the Wilderpeople,"Jun 24, 2016","['Adventure', 'Comedy', 'Drama']",PG-13,,"{'domestic_gross': 5205468, 'worldwide_gross': 22519390}",1 hr 41 min
168,Bleed for This,"Nov 18, 2016","['Biography', 'Drama', 'Sport']",R,"$6,000,000","{'domestic_gross': 5083906, 'worldwide_gross': 6698679}",1 hr 57 min
169,Incarnate,"Dec 2, 2016","['Horror', 'Thriller']",PG-13,"$5,000,000","{'domestic_gross': 4799774, 'worldwide_gross': 9037058}",1 hr 31 min
170,Absolutely Fabulous: The Movie,"Jul 22, 2016","['Comedy', 'Crime']",R,,"{'domestic_gross': 4772155, 'worldwide_gross': 39219109}",1 hr 31 min
171,Hands of Stone,"Aug 26, 2016","['Biography', 'Drama', 'Sport']",R,,"{'domestic_gross': 4712792, 'worldwide_gross': 4978353}",1 hr 51 min
172,Don't Think Twice,"Jul 22, 2016","['Comedy', 'Drama']",R,,"{'domestic_gross': 4417667, 'worldwide_gross': 4417667}",1 hr 32 min
173,The Meddler,"Apr 22, 2016","['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 4267218, 'worldwide_gross': 5294643}",1 hr 43 min
174,Ae Dil Hai Mushkil,"Oct 28, 2016","['Drama', 'Music', 'Musical', 'Romance']",,,"{'domestic_gross': 4264983, 'worldwide_gross': 31668920}",2 hr 38 min
175,A Hologram for the King,"Apr 22, 2016","['Comedy', 'Drama', 'Romance']",R,,"{'domestic_gross': 4212494, 'worldwide_gross': 9169507}",1 hr 38 min
176,Swiss Army Man,"Jun 24, 2016","['Comedy', 'Drama', 'Fantasy', 'Romance']",R,,"{'domestic_gross': 4210454, 'worldwide_gross': 4935501}",1 hr 37 min
177,45 Years,"Dec 23, 2015","['Drama', 'Romance']",R,,"{'domestic_gross': 4247285, 'worldwide_gross': 14430249}",1 hr 31 min
178,Denial,"Sep 30, 2016","['Biography', 'Drama']",PG-13,,"{'domestic_gross': 4073489, 'worldwide_gross': 7994527}",1 hr 49 min
179,Morgan,"Sep 2, 2016","['Action', 'Horror', 'Sci-Fi', 'Thriller']",R,"$8,000,000","{'domestic_gross': 3915251, 'worldwide_gross': 8809407}",1 hr 32 min
180,Kabali,"Jul 21, 2016","['Action', 'Crime', 'Drama']",,,"{'domestic_gross': 3903095, 'worldwide_gross': 4388789}",2 hr 33 min
181,The Man Who Knew Infinity,"Apr 29, 2016","['Biography', 'Drama']",PG-13,,"{'domestic_gross': 3866794, 'worldwide_gross': 12252684}",1 hr 48 min
182,Where to Invade Next,"Feb 12, 2016","['Comedy', 'Documentary']",R,,"{'domestic_gross': 3827261, 'worldwide_gross': 4664756}",2 hr
183,Max Steel,"Oct 14, 2016","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",PG-13,,"{'domestic_gross': 3818664, 'worldwide_gross': 6272403}",1 hr 32 min
184,Batman: The Killing Joke,"Jul 25, 2016","['Action', 'Animation', 'Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 3775000, 'worldwide_gross': 4462034}",1 hr 16 min
185,Midnight Special,"Mar 18, 2016","['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",PG-13,,"{'domestic_gross': 3712282, 'worldwide_gross': 6740647}",1 hr 52 min
186,Anomalisa,"Dec 30, 2015","['Animation', 'Comedy', 'Drama', 'Romance']",R,"$8,000,000","{'domestic_gross': 3759286, 'worldwide_gross': 5659286}",1 hr 30 min
187,Rules Don't Apply,"Nov 23, 2016","['Comedy', 'Drama', 'Romance']",PG-13,"$25,000,000","{'domestic_gross': 3652206, 'worldwide_gross': 3885342}",2 hr 7 min
188,Miss Sloane,"Nov 25, 2016","['Drama', 'Thriller']",R,,"{'domestic_gross': 3500605, 'worldwide_gross': 9101546}",2 hr 12 min
189,Indignation,"Jul 29, 2016","['Drama', 'Romance']",R,,"{'domestic_gross': 3401155, 'worldwide_gross': 3924527}",1 hr 50 min
190,Everybody Wants Some!!,"Mar 30, 2016",['Comedy'],R,,"{'domestic_gross': 3400278, 'worldwide_gross': 4644472}",1 hr 57 min
191,Maggie's Plan,"May 20, 2016","['Comedy', 'Drama', 'Romance']",R,,"{'domestic_gross': 3351735, 'worldwide_gross': 5883891}",1 hr 38 min
192,A Man Called Ove,"Sep 30, 2016","['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 3479315, 'worldwide_gross': 30691696}",1 hr 56 min
193,Sing Street,"Apr 15, 2016","['Comedy', 'Drama', 'Music', 'Romance']",PG-13,,"{'domestic_gross': 3237118, 'worldwide_gross': 13624522}",1 hr 46 min
194,The Mermaid,"Feb 19, 2016","['Comedy', 'Drama', 'Fantasy', 'Romance']",R,,"{'domestic_gross': 3232685, 'worldwide_gross': 553810228}",1 hr 34 min
195,Green Room,"Apr 15, 2016","['Horror', 'Music', 'Thriller']",R,,"{'domestic_gross': 3220371, 'worldwide_gross': 3769214}",1 hr 35 min
196,Our Kind of Traitor,"Jul 1, 2016","['Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 3153157, 'worldwide_gross': 10711027}",1 hr 48 min
197,Compadres,"Apr 22, 2016","['Action', 'Comedy', 'Crime']",R,,"{'domestic_gross': 3127773, 'worldwide_gross': 7353544}",1 hr 41 min
198,The Martian,"Oct 2, 2015","['Adventure', 'Drama', 'Sci-Fi']",PG-13,"$108,000,000","{'domestic_gross': 228433663, 'worldwide_gross': 630161890}",2 hr 24 min
199,The Other Side of the Door,"Mar 4, 2016",['Horror'],R,,"{'domestic_gross': 3000342, 'worldwide_gross': 14332467}",1 hr 36 min
200,Spectre,"Nov 6, 2015","['Action', 'Adventure', 'Thriller']",PG-13,"$245,000,000","{'domestic_gross': 200074609, 'worldwide_gross': 880674609}",2 hr 28 min
201,Anthropoid,"Aug 12, 2016","['Action', 'Biography', 'Drama', 'History', 'Romance', 'Thriller', 'War']",R,,"{'domestic_gross': 2964845, 'worldwide_gross': 5079219}",2 hr
202,The Beatles: Eight Days a Week - The Touring Years,"Sep 15, 2016","['Documentary', 'Music']",,,"{'domestic_gross': 2930414, 'worldwide_gross': 12283800}",1 hr 46 min
203,The Oscar Nominated Short Films 2016: Live Action,"Jan 29, 2016",['Drama'],,,"{'domestic_gross': 2816816, 'worldwide_gross': 2850840}",2 hr 21 min
204,Ip Man 3,"Jan 22, 2016","['Action', 'Biography', 'Drama']",PG-13,,"{'domestic_gross': 2679437, 'worldwide_gross': 156954938}",1 hr 45 min
205,Miles Ahead,"Apr 1, 2016","['Biography', 'Drama', 'Music', 'Romance']",R,,"{'domestic_gross': 2610896, 'worldwide_gross': 3473958}",1 hr 40 min
206,Kapoor & Sons,"Mar 18, 2016","['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 2607036, 'worldwide_gross': 17412627}",2 hr 12 min
207,The Disappointments Room,"Sep 9, 2016","['Drama', 'Horror', 'Thriller']",R,"$15,000,000","{'domestic_gross': 2423468, 'worldwide_gross': 5745040}",1 hr 25 min
208,Hillsong: Let Hope Rise,"Sep 16, 2016","['Documentary', 'Family', 'Music']",PG,,"{'domestic_gross': 2394386, 'worldwide_gross': 2649761}",1 hr 43 min
209,Dear Zindagi,"Nov 23, 2016","['Drama', 'Romance']",,,"{'domestic_gross': 2376479, 'worldwide_gross': 3199581}",2 hr 31 min
210,A Aa,"Jun 1, 2016","['Comedy', 'Romance']",,,"{'domestic_gross': 2313043, 'worldwide_gross': 2313043}",2 hr 32 min
211,Fan,"Apr 15, 2016","['Action', 'Drama', 'Thriller']",,"$15,670,000","{'domestic_gross': 2300000, 'worldwide_gross': 28240000}",2 hr 18 min
212,WARx2,"Sep 18, 2015",['Documentary'],PG-13,,"{'domestic_gross': 2310625, 'worldwide_gross': 2310625}",1 hr 57 min
213,The Eagle Huntress,"Nov 2, 2016","['Adventure', 'Documentary', 'Sport']",,,"{'domestic_gross': 3169351, 'worldwide_gross': 4400140}",1 hr 27 min
214,Train to Busan,"Jul 22, 2016","['Action', 'Horror', 'Thriller']",,,"{'domestic_gross': 2129768, 'worldwide_gross': 92688375}",1 hr 58 min
215,I'm Not Ashamed,"Oct 21, 2016","['Biography', 'Drama']",PG-13,,"{'domestic_gross': 2082980, 'worldwide_gross': 2082980}",1 hr 52 min
216,A Bigger Splash,"May 4, 2016","['Drama', 'Thriller']",R,,"{'domestic_gross': 2024099, 'worldwide_gross': 7545758}",2 hr 5 min
217,The Dressmaker,"Sep 23, 2016","['Comedy', 'Drama']",R,,"{'domestic_gross': 2022115, 'worldwide_gross': 23762417}",1 hr 59 min
218,Desierto,"Oct 14, 2016","['Action', 'Adventure', 'Drama', 'Romance', 'Thriller']",R,,"{'domestic_gross': 2002036, 'worldwide_gross': 4924990}",1 hr 28 min
219,Greater,"Aug 26, 2016","['Biography', 'Family', 'Sport']",PG,,"{'domestic_gross': 2000093, 'worldwide_gross': 2000093}",2 hr 10 min
220,Hidden Figures,"Dec 25, 2016","['Biography', 'Drama', 'History']",PG,"$25,000,000","{'domestic_gross': 169607287, 'worldwide_gross': 235956898}",2 hr 7 min
221,Demolition,"Apr 8, 2016","['Action', 'Comedy', 'Drama']",R,,"{'domestic_gross': 1978592, 'worldwide_gross': 4366460}",1 hr 41 min
222,In the Heart of the Sea,"Dec 11, 2015","['Action', 'Adventure', 'Biography', 'Drama', 'History']",PG-13,"$100,000,000","{'domestic_gross': 25020758, 'worldwide_gross': 93920758}",2 hr 2 min
223,The Peanuts Movie,"Nov 6, 2015","['Animation', 'Comedy', 'Family']",G,"$99,000,000","{'domestic_gross': 130178411, 'worldwide_gross': 246233113}",1 hr 28 min
224,Shin Godzilla,"Oct 11, 2016","['Action', 'Adventure', 'Drama', 'Horror', 'Sci-Fi']",,,"{'domestic_gross': 1918403, 'worldwide_gross': 77947607}",2 hr
225,The Handmaiden,"Oct 21, 2016","['Drama', 'Romance', 'Thriller']",,,"{'domestic_gross': 2006788, 'worldwide_gross': 37692886}",2 hr 25 min
226,Purple Rain,"Apr 23, 2016","['Drama', 'Music', 'Musical', 'Romance']",,,"{'domestic_gross': 1868075, 'worldwide_gross': 1868929}",1 hr 51 min
227,Bridge of Spies,"Oct 16, 2015","['Drama', 'History', 'Thriller']",PG-13,"$40,000,000","{'domestic_gross': 72313754, 'worldwide_gross': 165478348}",2 hr 22 min
228,M.S. Dhoni: The Untold Story,"Sep 30, 2016","['Biography', 'Drama', 'Sport']",,,"{'domestic_gross': 1801550, 'worldwide_gross': 28903047}",3 hr 4 min
229,Find a Boyfriend for My Wife... PLEASE!,"Feb 19, 2016",['Comedy'],PG-13,,"{'domestic_gross': 1741889, 'worldwide_gross': 4570757}",1 hr 32 min
230,Billy Lynn's Long Halftime Walk,"Nov 11, 2016","['Action', 'Drama', 'Sport', 'Thriller', 'War']",R,,"{'domestic_gross': 1738477, 'worldwide_gross': 30930984}",1 hr 53 min
231,Harry  Potter IMAX Marathon,Harry Potter and the Sorcerer's Stone,[],,,"{'domestic_gross': 1729226, 'worldwide_gross': 1784557}",19 hr 39 min
232,"To Joey, with Love","Sep 20, 2016",['Documentary'],,,"{'domestic_gross': 1709073, 'worldwide_gross': 1709073}",1 hr 30 min
233,Weiner,"May 20, 2016",['Documentary'],R,,"{'domestic_gross': 1676108, 'worldwide_gross': 1715955}",1 hr 36 min
234,Son of Saul,"Dec 18, 2015","['Drama', 'War']",R,,"{'domestic_gross': 1777043, 'worldwide_gross': 6659121}",1 hr 47 min
235,I Saw the Light,"Mar 25, 2016","['Biography', 'Drama', 'Music', 'Romance']",R,,"{'domestic_gross': 1646788, 'worldwide_gross': 1767963}",2 hr 3 min
236,Equity,"Jul 29, 2016",['Drama'],R,,"{'domestic_gross': 1605463, 'worldwide_gross': 1672306}",1 hr 40 min
237,Neerja,"Feb 19, 2016","['Biography', 'Drama', 'Thriller']",,,"{'domestic_gross': 1585687, 'worldwide_gross': 17618280}",2 hr 2 min
238,Jane Got a Gun,"Jan 29, 2016","['Action', 'Drama', 'Western']",R,,"{'domestic_gross': 1513793, 'worldwide_gross': 3067531}",1 hr 38 min
239,Priceless,"Oct 14, 2016","['Crime', 'Drama', 'Romance', 'Thriller']",PG-13,,"{'domestic_gross': 1499605, 'worldwide_gross': 1499605}",1 hr 37 min
240,Bajirao Mastani,"Dec 18, 2015","['Action', 'Drama', 'History', 'Romance', 'War']",,,"{'domestic_gross': 6557047, 'worldwide_gross': 11350917}",2 hr 38 min
241,Youth,"Dec 4, 2015","['Comedy', 'Drama', 'Music', 'Romance']",R,,"{'domestic_gross': 2703296, 'worldwide_gross': 23469540}",2 hr 4 min
242,Genius,"Jun 10, 2016","['Biography', 'Drama']",PG-13,,"{'domestic_gross': 1361045, 'worldwide_gross': 7435006}",1 hr 44 min
243,The Little Prince,"Feb 12, 2016","['Adventure', 'Animation', 'Drama', 'Family', 'Fantasy']",PG,,"{'domestic_gross': 1339152, 'worldwide_gross': 97571250}",1 hr 48 min
244,The Neon Demon,"Jun 24, 2016","['Horror', 'Thriller']",R,,"{'domestic_gross': 1333124, 'worldwide_gross': 3377430}",1 hr 57 min
245,Embrace of the Serpent,"Feb 17, 2016","['Adventure', 'Drama']",,,"{'domestic_gross': 1329249, 'worldwide_gross': 3217176}",2 hr 5 min
246,Housefull 3,"Jun 3, 2016","['Action', 'Comedy']",,,"{'domestic_gross': 1326999, 'worldwide_gross': 1944262}",2 hr 20 min
247,Mohenjo Daro,"Aug 12, 2016","['Action', 'Adventure', 'Drama', 'History']",,,"{'domestic_gross': 1264339, 'worldwide_gross': 1630231}",2 hr 35 min
248,Krampus,"Dec 4, 2015","['Comedy', 'Drama', 'Fantasy', 'Horror']",PG-13,"$15,000,000","{'domestic_gross': 42725475, 'worldwide_gross': 61548707}",1 hr 38 min
249,Hotel Transylvania 2,"Sep 25, 2015","['Animation', 'Comedy', 'Family', 'Fantasy']",PG,"$80,000,000","{'domestic_gross': 169700110, 'worldwide_gross': 474800000}",1 hr 29 min
250,Lazer Team,"Jan 27, 2016","['Action', 'Comedy', 'Sci-Fi']",PG-13,,"{'domestic_gross': 1186426, 'worldwide_gross': 1406538}",1 hr 42 min
251,The Music of Strangers: Yo-Yo Ma and the Silk Road Ensemble,"Jun 10, 2016","['Documentary', 'Music']",PG-13,,"{'domestic_gross': 1176781, 'worldwide_gross': 1259588}",1 hr 36 min
252,Vaxxed: From Cover-Up to Catastrophe,"Apr 1, 2016",['Documentary'],,,"{'domestic_gross': 1163265, 'worldwide_gross': 1163265}",1 hr 31 min
253,Dough,"Feb 12, 2016","['Comedy', 'Drama']",,,"{'domestic_gross': 1148304, 'worldwide_gross': 1647429}",1 hr 34 min
254,Wazir,"Jan 8, 2016","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",,,"{'domestic_gross': 1124045, 'worldwide_gross': 5633588}",1 hr 43 min
255,Papa Hemingway in Cuba,"Apr 29, 2016","['Biography', 'Drama']",R,,"{'domestic_gross': 1115615, 'worldwide_gross': 1117399}",1 hr 50 min
256,The Insanity of God,"Aug 30, 2016",['Documentary'],,,"{'domestic_gross': 1102525, 'worldwide_gross': 1102525}",
257,Certain Women,"Oct 14, 2016",['Drama'],R,,"{'domestic_gross': 1087585, 'worldwide_gross': 1526698}",1 hr 47 min
258,Rustom,"Aug 12, 2016","['Crime', 'Drama', 'Thriller']",,,"{'domestic_gross': 1087419, 'worldwide_gross': 1658594}",2 hr 28 min
259,The Innocents,"Jul 1, 2016","['Drama', 'History']",PG-13,,"{'domestic_gross': 1065665, 'worldwide_gross': 7400324}",1 hr 55 min
260,Elvis & Nixon,"Apr 22, 2016","['Comedy', 'History']",R,,"{'domestic_gross': 1055287, 'worldwide_gross': 1798432}",1 hr 26 min
261,Battle for Incheon: Operation Chromite,"Aug 5, 2016","['Action', 'Drama', 'History', 'War']",,,"{'domestic_gross': 1023348, 'worldwide_gross': 2749918}",1 hr 51 min
262,The Hollars,"Aug 26, 2016","['Comedy', 'Drama', 'Romance']",PG-13,,"{'domestic_gross': 1016985, 'worldwide_gross': 1138609}",1 hr 28 min
263,Trumbo,"Nov 6, 2015","['Biography', 'Drama']",R,,"{'domestic_gross': 7857741, 'worldwide_gross': 11430025}",2 hr 4 min
264,Baar Baar Dekho,"Sep 9, 2016","['Comedy', 'Drama', 'Romance', 'Sci-Fi']",,,"{'domestic_gross': 981947, 'worldwide_gross': 1329777}",2 hr 21 min
265,Hubble 3D,"Mar 19, 2010",['Documentary'],,,"{'domestic_gross': 52522904, 'worldwide_gross': 74249729}",45 min
266,Goosebumps,"Oct 16, 2015","['Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror']",PG,"$58,000,000","{'domestic_gross': 80080379, 'worldwide_gross': 158260952}",1 hr 43 min
267,Dark Horse,"May 6, 2016","['Documentary', 'Drama']",PG,,"{'domestic_gross': 940715, 'worldwide_gross': 944061}",1 hr 25 min
268,Patterns of Evidence: Exodus,"Jan 19, 2015","['Documentary', 'History']",,,"{'domestic_gross': 925576, 'worldwide_gross': 925576}",1 hr 55 min
269,Gentleman,"Jun 17, 2016","['Mystery', 'Romance', 'Thriller']",,,"{'domestic_gross': 897876, 'worldwide_gross': 923884}",2 hr 24 min
270,Believe,"Dec 2, 2016",['Drama'],PG,,"{'domestic_gross': 890303, 'worldwide_gross': 890303}",1 hr 59 min
271,Elle,"Nov 11, 2016","['Crime', 'Drama', 'Thriller']",R,,"{'domestic_gross': 2341534, 'worldwide_gross': 12748594}",2 hr 10 min
272,Her & Him,"Apr 1, 2016","['Comedy', 'Romance']",,,"{'domestic_gross': 857986, 'worldwide_gross': 1166781}",2 hr 6 min
273,Mad Max: Fury Road,"Jan 15, 2016","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",R,"$150,000,000","{'domestic_gross': 421986, 'worldwide_gross': 421986}",2 hr
274,Premam,"Oct 6, 2016","['Comedy', 'Drama', 'Romance']",,,"{'domestic_gross': 828278, 'worldwide_gross': 834525}",2 hr 37 min
275,Kapow,"Jul 29, 2016","['Action', 'Adventure', 'Comedy']",,,"{'domestic_gross': 812737, 'worldwide_gross': 1331922}",2 hr 4 min
276,Operation Mekong,"Sep 30, 2016","['Action', 'Adventure', 'Crime', 'Drama', 'History', 'Thriller']",,,"{'domestic_gross': 800012, 'worldwide_gross': 173839072}",2 hr 4 min
277,The Wailing,"May 20, 2016","['Horror', 'Mystery', 'Thriller']",,,"{'domestic_gross': 786633, 'worldwide_gross': 49851770}",2 hr 36 min
278,31,"Aug 26, 2016","['Horror', 'Thriller']",R,,"{'domestic_gross': 779820, 'worldwide_gross': 850419}",1 hr 42 min
279,Huo guo ying xiong,"Apr 1, 2016","['Comedy', 'Crime', 'Thriller']",,,"{'domestic_gross': 779818, 'worldwide_gross': 58106427}",1 hr 34 min
280,I Belonged to You,"Sep 30, 2016","['Drama', 'Romance']",,,"{'domestic_gross': 744541, 'worldwide_gross': 119107580}",1 hr 52 min
281,Saturday's Warrior,"Apr 1, 2016",['Musical'],PG,,"{'domestic_gross': 744046, 'worldwide_gross': 744046}",2 hr
282,The Monkey King 2,"Feb 5, 2016","['Action', 'Adventure', 'Fantasy']",,,"{'domestic_gross': 709982, 'worldwide_gross': 193678298}",1 hr 59 min
283,Little Men,"Aug 5, 2016",['Drama'],PG,,"{'domestic_gross': 702537, 'worldwide_gross': 2008649}",1 hr 25 min
284,Chaar Sahibzaade 2: Rise of Banda Singh Bahadur,"Nov 11, 2016",['Animation'],,,"{'domestic_gross': 700723, 'worldwide_gross': 1100947}",2 hr 14 min
285,Mr. Church,"Sep 16, 2016","['Comedy', 'Drama']",PG-13,,"{'domestic_gross': 685780, 'worldwide_gross': 685780}",1 hr 44 min
286,Mustang,"Nov 20, 2015",['Drama'],PG-13,,"{'domestic_gross': 845464, 'worldwide_gross': 5274664}",1 hr 37 min
287,Born to Be Wild,"Apr 8, 2011","['Adventure', 'Documentary', 'Short']",,,"{'domestic_gross': 25978556, 'worldwide_gross': 41644475}",40 min
288,Born to Be Blue,"Mar 25, 2016","['Biography', 'Drama', 'Music', 'Romance']",R,,"{'domestic_gross': 678203, 'worldwide_gross': 1401411}",1 hr 37 min
289,American Honey,"Sep 30, 2016","['Drama', 'Romance']",R,,"{'domestic_gross': 663246, 'worldwide_gross': 2290649}",2 hr 43 min
290,El Jeremías,"Oct 21, 2016","['Comedy', 'Drama', 'Family']",PG-13,,"{'domestic_gross': 650465, 'worldwide_gross': 2540144}",1 hr 35 min
291,City of Gold,"Mar 11, 2016","['Biography', 'Documentary']",R,,"{'domestic_gross': 640979, 'worldwide_gross': 660445}",1 hr 36 min
292,Remember,"Mar 11, 2016","['Drama', 'Mystery', 'Thriller']",R,,"{'domestic_gross': 637555, 'worldwide_gross': 1181023}",1 hr 34 min
293,Mr. Six,"Dec 24, 2015","['Action', 'Drama']",,,"{'domestic_gross': 1415450, 'worldwide_gross': 139191345}",2 hr 14 min
294,Range 15,"Jun 15, 2016","['Action', 'Comedy', 'Horror']",,,"{'domestic_gross': 621738, 'worldwide_gross': 621738}",1 hr 29 min
295,The Bronze,"Mar 18, 2016","['Comedy', 'Drama', 'Sport']",R,,"{'domestic_gross': 615816, 'worldwide_gross': 615816}",1 hr 40 min
